ID;res_city_desc;county_desc;street_type_cd;zip_code;phone_area_code;sex_code;age;birth_place(Country);ethnic_code;race_code;party_cd
by364798;morehead city;carteret;dr;28557;252;f;46;ct;nl;w;una
as79794;morehead city;carteret;ave;28557;252;m;52;nc;nl;w;rep
dd93061;swansboro;carteret;cir;28584;910;m;34;ca;nl;w;rep
cm10730;morehead city;carteret;st;28557;252;m;78;nc;nl;w;dem
eh767261;peletier;carteret;rd;28584;252;m;31;va;nl;w;una
as65514;atlantic beach;carteret;dr;28512;252;m;50;nc;nl;b;dem
dl87768;atlantic beach;carteret;rd;28512;252;f;46;nc;nl;w;rep
bd66041;newport;carteret;ln;28570;252;m;66;ny;nl;w;rep
as36348;emerald isle;carteret;rd;28594;252;m;80;nc;nl;w;una
dd10252;newport;carteret;ct;28570;252;f;64;nc;nl;w;rep
dh36168;peletier;carteret;dr;28584;704;f;36;nc;nl;w;rep
as69833;beaufort;carteret;dr;28516;252;f;34;ny;nl;b;dem
as80198;emerald isle;carteret;dr;28594;910;m;25;tn;nl;w;dem
bd128710;newport;carteret;ct;28570;252;m;38;fl;nl;w;rep
cg79010;pine knoll shores;carteret;rd;28512;252;m;55;ma;nl;w;una
db163665;newport;carteret;rd;28570;252;f;35;nc;nl;w;dem
bd37759;beaufort;carteret;dr;28516;252;m;72;fl;nl;w;rep
eh657207;newport;carteret;cir;28570;252;f;63;nc;nl;w;rep
as72042;newport;carteret;st;28570;919;f;30;nc;nl;b;dem
as74791;newport;carteret;ln;28570;252;f;49;ny;un;w;rep
dl87768;atlantic beach;carteret;rd;28512;252;f;46;nc;un;w;rep
as77423;newport;carteret;ln;28570;919;m;26;nc;nl;w;dem
as80198;emerald isle;carteret;dr;28594;910;m;25;tn;nl;w;rep
as59523;newport;carteret;ln;28570;252;m;67;tx;un;b;dem
as68488;morehead city;carteret;dr;28557;252;m;31;nc;nl;b;una
as65536;newport;carteret;ln;28570;252;m;35;nc;nl;w;una
as88143;atlantic beach;carteret;blvd;28512;717;f;27;pa;nl;w;dem
eh821693;morehead city;carteret;ln;28557;252;m;31;nc;nl;w;una
as79450;marshallberg;carteret;st;28553;252;m;25;nc;nl;w;rep
as66103;newport;carteret;dr;28570;252;f;42;nc;hl;w;una
bh155003;beaufort;carteret;rd;28516;336;m;70;nc;nl;w;rep
as76072;beaufort;carteret;ave;28516;707;f;64;ny;nl;w;dem
dd20252;cedar point;carteret;ln;28584;910;m;75;nc;nl;w;rep
as31850;beaufort;carteret;ave;28516;252;f;69;oh;nl;w;dem
as39388;beaufort;carteret;dr;28516;252;f;40;nc;nl;b;dem
as51519;newport;carteret;dr;28570;252;f;44;nc;nl;w;rep
ep45390;emerald isle;carteret;ct;28594;252;f;52;nc;nl;w;rep
as76072;newport;carteret;ct;28570;252;f;64;ny;nl;w;dem
as59281;newport;carteret;rd;28570;252;m;32;hi;nl;w;una
as64793;cedar point;carteret;rd;28584;252;m;31;nc;nl;w;rep
as68367;beaufort;carteret;rd;28516;252;f;56;ca;nl;w;una
as68232;newport;carteret;dr;28570;252;f;32;nc;nl;w;dem
by364798;morehead city;carteret;dr;28557;252;f;46;ct;nl;w;una
eh117156;emerald isle;carteret;ct;28594;252;m;75;in;nl;w;dem
bp26441;newport;carteret;rd;28570;919;m;55;hi;nl;w;una
as71533;morehead city;carteret;st;28557;336;m;43;nc;nl;w;dem
aa189662;yanceyville;caswell;rd;27379;336;f;23;nc;nl;b;dem
cw250097;providence;caswell;rd;27315;704;m;55;ky;nl;w;rep
at23787;yanceyville;caswell;rd;27379;336;m;29;nc;nl;b;dem
de246855;burlington;caswell;rd;27217;336;m;28;nc;un;b;dem
aw135197;maiden;catawba;ct;28650;828;f;68;nc;nl;w;dem
cc67422;hickory;catawba;ave;28602;423;f;54;nc;un;w;rep
aw211442;maiden;catawba;rd;28650;980;f;19;nc;nl;w;una
aw191668;newton;catawba;rd;28658;828;f;84;nc;un;b;dem
cw1054213;hickory;catawba;ln;28601;727;f;54;ms;nl;w;rep
aw191769;vale;catawba;rd;28168;678;f;25;nc;nl;w;una
aw187681;hickory;catawba;rd;28602;828;m;41;nc;nl;w;una
ef120836;hickory;catawba;pl;28601;704;f;40;nc;nl;w;dem
am31658;hickory;catawba;dr;28602;828;m;36;mi;nl;w;dem
aw170973;hickory;catawba;dr;28602;828;f;28;nc;nl;b;dem
aw170969;hickory;catawba;st;28602;908;m;29;nj;nl;w;una
aw168953;hickory;catawba;dr;28601;828;f;31;nc;nl;w;dem
aw161471;hickory;catawba;rd;28601;828;m;53;nc;nl;w;dem
aw158390;conover;catawba;ct;28613;828;m;31;nc;nl;w;una
aw148134;conover;catawba;st;28613;828;m;71;ny;nl;w;rep
cg151990;newton;catawba;rd;28658;704;f;60;ma;nl;w;una
aw71481;newton;catawba;dr;28658;828;f;49;nc;nl;w;rep
eb55329;conover;catawba;loop;28613;336;f;39;va;nl;w;una
ap67152;hickory;catawba;ave;28601;828;f;47;oh;nl;w;rep
cw139361;catawba;catawba;rd;28609;828;m;80;nc;nl;w;una
aw189389;hickory;catawba;ln;28602;828;m;24;mn;nl;w;una
aw186172;hickory;catawba;pl;28602;828;f;36;nc;nl;w;rep
ab33432;hickory;catawba;ln;28601;828;f;48;wv;nl;w;una
al66569;conover;catawba;st;28613;828;f;59;nc;un;w;rep
aw147665;hickory;catawba;st;28601;828;m;39;me;nl;w;dem
aw157497;hickory;catawba;dr;28602;704;m;34;nc;nl;w;rep
aw157337;conover;catawba;dr;28613;828;f;31;oc;nl;a;dem
aw92540;newton;catawba;ln;28658;828;f;45;nc;un;w;rep
de213730;hickory;catawba;dr;28601;828;m;39;nc;nl;w;dem
aw141934;hickory;catawba;rd;28602;828;f;47;nc;un;w;dem
aw134358;newton;catawba;ln;28658;828;m;70;nc;nl;w;rep
aw131195;sherrills ford;catawba;dr;28673;828;m;83;nc;nl;w;una
cw656333;hickory;catawba;st;28601;828;m;37;ny;nl;w;rep
ap53809;hickory;catawba;ave;28601;828;f;77;mn;un;w;rep
am81017;hickory;catawba;dr;28602;828;m;31;nc;nl;w;rep
aw199379;claremont;catawba;ct;28610;704;f;34;nc;nl;w;rep
cl9451;hickory;catawba;ave;28601;828;f;81;nc;nl;w;rep
aw188352;hickory;catawba;dr;28601;828;m;24;nc;nl;w;una
cg146363;sherrills ford;catawba;way;28673;787;m;69;oc;hl;o;dem
aw180124;hickory;catawba;dr;28601;828;m;48;oh;nl;w;rep
ap63107;hickory;catawba;ct;28602;828;m;77;pa;nl;w;una
cn77469;sherrills ford;catawba;dr;28673;704;m;26;ma;nl;o;rep
ab38580;hickory;catawba;dr;28601;770;f;71;oh;nl;w;rep
ap28860;hickory;catawba;cir;28601;828;f;72;ky;nl;w;dem
ap60772;hickory;catawba;cir;28601;828;f;46;nc;nl;w;una
aw193977;hickory;catawba;cir;28601;828;f;35;nc;nl;b;dem
aw191668;newton;catawba;rd;28658;828;f;84;nc;un;b;dem
cn57376;newton;catawba;dr;28658;704;m;34;nc;nl;w;rep
ap40710;hickory;catawba;st;28601;828;m;40;nc;nl;w;dem
by178132;newton;catawba;dr;28658;828;m;91;nc;nl;w;rep
en48549;claremont;catawba;rd;28610;828;f;35;nc;nl;w;una
aw166770;hickory;catawba;dr;28601;828;f;31;nc;nl;b;dem
cw556665;hickory;catawba;dr;28602;828;m;47;sc;nl;b;dem
aw148160;hickory;catawba;st;28601;828;f;64;tx;nl;w;rep
aw127216;conover;catawba;st;28613;828;m;46;tx;nl;w;rep
aw181001;hickory;catawba;ave;28601;828;f;32;ny;hl;u;dem
aw176848;hickory;catawba;st;28601;828;f;57;nm;nl;w;dem
aw152584;hickory;catawba;ln;28601;828;m;38;nc;un;w;una
aw149173;maiden;catawba;dr;28650;828;f;59;va;nl;w;una
aw140311;newton;catawba;st;28658;828;m;47;wi;un;w;dem
bn468050;sherrills ford;catawba;dr;28673;336;f;21;nc;nl;w;rep
aw204247;newton;catawba;st;28658;828;m;20;nc;nl;w;una
aw106475;newton;catawba;cir;28658;828;f;64;nc;nl;w;dem
aw199110;denver;catawba;hwy;28037;715;m;53;wi;un;w;una
aw146247;catawba;catawba;rd;28609;828;m;32;nc;un;w;dem
ab39045;hickory;catawba;st;28601;864;f;27;fl;nl;w;dem
cw528160;sherrills ford;catawba;st;28673;704;f;48;nc;nl;w;rep
aw173565;hickory;catawba;hwy;28602;828;m;29;nc;nl;w;rep
aw173361;claremont;catawba;ct;28610;828;f;49;oh;nl;w;rep
aw143544;hickory;catawba;ave;28601;828;f;72;nc;nl;w;dem
ab38488;maiden;catawba;ln;28650;828;m;27;nc;nl;w;rep
aw161471;hickory;catawba;rd;28601;828;m;53;nc;nl;w;rep
eb63747;conover;catawba;dr;28613;828;f;53;nc;un;w;una
am80352;hickory;catawba;dr;28601;828;f;31;nc;nl;w;una
cw911624;newton;catawba;rd;28658;828;m;26;nc;nl;w;una
be268058;hickory;catawba;dr;28602;828;m;50;nc;nl;b;dem
br78376;hickory;catawba;dr;28602;828;m;45;nc;nl;w;rep
aw170403;catawba;catawba;ln;28609;828;f;29;nc;un;w;una
aw166938;hickory;catawba;ave;28601;828;m;41;nc;nl;w;rep
aw151816;hickory;catawba;ave;28601;828;f;32;nc;nl;w;dem
am22989;hickory;catawba;st;28601;828;f;78;nc;nl;w;dem
aw192284;conover;catawba;blvd;28613;828;m;27;nc;nl;b;dem
aw141955;vale;catawba;rd;28168;828;f;54;ga;nl;w;dem
aw149173;maiden;catawba;dr;28650;828;f;59;va;nl;w;rep
bj6479;denver;catawba;cir;28037;336;m;67;nc;un;w;rep
am56185;hickory;catawba;ave;28601;999;m;48;nc;nl;w;rep
aw203395;hickory;catawba;ave;28602;701;m;35;mn;un;w;rep
al149008;sherrills ford;catawba;dr;28673;828;m;57;ga;un;w;rep
bb68012;hickory;catawba;st;28602;828;m;64;nc;nl;w;dem
ap70935;conover;catawba;st;28613;828;m;57;mo;un;w;una
es21296;newton;catawba;ave;28658;828;f;53;nc;nl;w;dem
cw708103;hickory;catawba;dr;28601;999;f;39;mi;nl;b;dem
aw146247;hickory;catawba;st;28601;828;m;32;nc;nl;w;una
aw135554;maiden;catawba;rd;28650;828;f;63;nc;nl;w;rep
aw103466;maiden;catawba;rd;28650;828;m;45;nc;nl;w;una
aw102568;maiden;catawba;dr;28650;828;m;41;nc;nl;w;rep
am75919;conover;catawba;ct;28613;828;m;43;nc;un;w;una
er41756;claremont;catawba;ct;28610;336;f;21;nc;nl;w;una
aw181001;conover;catawba;cir;28613;828;f;32;ny;hl;o;dem
aw178648;maiden;catawba;rd;28650;828;f;46;wv;nl;w;rep
aw209227;hickory;catawba;dr;28602;828;m;21;nc;nl;b;dem
cn62052;denver;catawba;dr;28037;980;f;35;nc;nl;w;rep
cg82043;catawba;catawba;rd;28609;828;f;34;nc;nl;w;una
aw148134;conover;catawba;st;28613;828;m;71;ny;nl;w;rep
aw202751;hickory;catawba;dr;28601;828;m;27;nc;nl;w;rep
aw201685;claremont;catawba;path;28610;561;f;29;fl;nl;w;una
aw139060;hickory;catawba;dr;28601;828;f;34;nc;nl;w;dem
aw195583;conover;catawba;dr;28613;828;m;61;nc;nl;w;rep
aw183620;conover;catawba;dr;28613;828;m;59;pa;nl;w;rep
cn35451;newton;catawba;rd;28658;704;f;60;nc;nl;w;rep
eh954068;hickory;catawba;st;28602;828;f;34;mi;nl;w;una
ab34917;hickory;catawba;dr;28601;828;f;30;pa;nl;w;una
aw94073;hickory;catawba;rd;28601;828;f;51;nc;nl;b;una
aw92608;maiden;catawba;ln;28650;828;f;54;nc;nl;w;rep
aw141955;vale;catawba;rd;28168;828;f;54;ga;nl;w;una
am85525;claremont;catawba;rd;28610;828;m;54;oc;nl;a;rep
aw180688;hickory;catawba;pl;28601;828;m;77;ri;nl;w;rep
cw102435;sherrills ford;catawba;dr;28673;999;m;64;nc;nl;w;rep
cw609725;sherrills ford;catawba;rd;28673;704;m;40;ny;nl;w;una
cg114941;newton;catawba;cir;28658;704;m;73;md;nl;w;rep
aw169167;conover;catawba;rd;28613;828;f;72;nc;nl;w;una
ab28618;hickory;catawba;dr;28602;828;f;36;nc;nl;w;rep
ap66939;hickory;catawba;dr;28601;828;f;47;nc;nl;w;una
eh463454;hickory;catawba;dr;28602;828;f;47;nc;nl;w;dem
aw158924;maiden;catawba;pl;28650;828;f;32;nc;nl;w;una
aw158346;conover;catawba;dr;28613;828;f;34;nc;nl;w;una
aw158179;sherrills ford;catawba;ln;28673;828;f;48;ny;nl;w;dem
aw156221;conover;catawba;st;28613;828;f;41;ma;nl;w;rep
aw67013;hickory;catawba;st;28602;828;f;58;nc;un;w;una
cw494079;sherrills ford;catawba;rd;28673;704;m;61;tx;nl;w;rep
cn69726;vale;catawba;rd;28168;704;f;28;nc;nl;w;rep
aw203776;maiden;catawba;st;28650;828;m;21;nc;nl;w;una
aw195583;conover;catawba;dr;28613;828;m;61;nc;nl;w;rep
aw122057;newton;catawba;hwy;28658;714;f;38;nc;nl;w;una
aw97760;hickory;catawba;ave;28601;828;f;43;nc;nl;w;rep
ap84816;hickory;catawba;st;28602;828;u;46;md;nl;w;una
cz70609;hickory;catawba;dr;28601;910;f;31;nc;un;b;una
bb68148;hickory;catawba;ave;28601;828;m;33;nc;nl;w;una
bj34995;maiden;catawba;ave;28650;828;f;29;nc;nl;w;una
am70892;vale;catawba;ln;28168;828;m;36;ca;nl;o;dem
aw188315;hickory;catawba;ave;28601;828;m;24;nc;nl;w;una
cw649033;hickory;catawba;st;28601;704;m;49;sc;nl;w;una
aw192284;hickory;catawba;pl;28601;828;m;27;nc;nl;b;dem
am71114;hickory;catawba;st;28601;828;f;45;nc;nl;w;rep
ef60540;hickory;catawba;st;28602;704;m;69;in;nl;w;una
aw171369;newton;catawba;hwy;28658;828;m;44;fl;nl;w;una
ab27993;hickory;catawba;ct;28601;828;f;35;or;nl;w;una
aw92540;conover;catawba;pl;28613;828;f;45;nc;nl;w;rep
aw120719;hickory;catawba;ave;28601;828;f;51;nc;nl;w;rep
aw139194;hickory;catawba;st;28602;828;f;34;wv;nl;w;dem
aw170442;catawba;catawba;ln;28609;828;f;29;nc;nl;w;una
aw165337;hickory;catawba;rd;28602;828;f;30;nc;un;w;dem
aw163697;maiden;catawba;dr;28650;828;f;62;nc;nl;w;una
aw149081;sherrills ford;catawba;ln;28673;704;m;53;nc;nl;w;rep
al327879;hickory;catawba;ave;28601;828;f;18;nc;nl;w;rep
cn75903;hickory;catawba;st;28601;980;f;26;sc;nl;w;rep
cw492066;sherrills ford;catawba;dr;28673;980;f;38;nc;nl;w;rep
aw209331;hickory;catawba;ave;28601;828;u;78;nc;un;u;una
dt116828;conover;catawba;rd;28613;720;m;38;ne;nl;w;una
cw553565;sherrills ford;catawba;dr;28673;704;m;41;mo;nl;w;una
aw198502;hickory;catawba;ct;28601;828;f;22;nc;nl;w;una
ab41223;hickory;catawba;rd;28601;828;f;31;oh;nl;w;dem
aw191004;hickory;catawba;st;28601;336;m;29;nc;hl;w;dem
ap59237;newton;catawba;blvd;28658;828;m;44;nc;nl;w;rep
by406552;hickory;catawba;dr;28601;336;m;47;oh;nl;w;dem
ax66010;pittsboro;chatham;ct;27312;919;f;23;nv;nl;w;rep
eh245887;cary;chatham;dr;27519;984;f;66;ny;nl;w;una
cw720527;pittsboro;chatham;cir;27312;919;m;48;mi;nl;w;dem
ax48200;pittsboro;chatham;dr;27312;919;m;30;wi;nl;w;una
eh562954;sanford;chatham;rd;27330;984;f;53;nj;un;w;dem
de245631;pittsboro;chatham;rd;27312;919;m;48;dc;nl;w;lib
ax56918;pittsboro;chatham;dr;27312;919;f;62;nc;nl;w;una
cw666558;chapel hill;chatham;rd;27517;919;m;36;sc;un;w;una
ax42371;moncure;chatham;ests;27559;919;f;49;ny;nl;w;dem
ax46629;pittsboro;chatham;rd;27312;919;f;32;sc;nl;w;rep
ax69204;pittsboro;chatham;rd;27312;984;f;21;oc;hl;w;una
bl394402;cary;chatham;way;27519;919;m;74;mn;nl;w;dem
eh798887;pittsboro;chatham;dr;27312;919;m;62;mi;nl;w;una
by465707;siler city;chatham;rd;27344;336;f;37;fl;nl;w;rep
ax40809;siler city;chatham;rd;27344;919;m;57;nc;un;i;rep
ch32984;moncure;chatham;dr;27559;919;m;87;nc;un;w;una
dx32189;chapel hill;chatham;dr;27517;919;f;41;nc;un;w;una
ax68062;chapel hill;chatham;cir;27516;984;m;63;nc;nl;b;dem
eh613942;apex;chatham;rd;27523;919;m;48;ky;nl;w;una
de212224;pittsboro;chatham;rd;27312;919;m;48;or;nl;w;dem
eh876858;cary;chatham;loop;27519;330;m;25;dc;un;w;rep
eh890319;apex;chatham;run;27523;919;m;32;il;un;w;una
aw143544;goldston;chatham;rd;27252;828;f;72;nc;un;w;dem
ax42505;pittsboro;chatham;rd;27312;919;m;63;il;nl;w;una
eh1130899;durham;chatham;dr;27713;919;m;29;ny;nl;w;una
de297623;siler city;chatham;ln;27344;773;f;42;il;nl;o;una
bl352206;chapel hill;chatham;crk;27517;858;f;36;ca;nl;w;una
de193203;pittsboro;chatham;dr;27312;919;m;47;nc;un;w;rep
cj93268;moncure;chatham;ext;27559;919;f;50;ny;un;w;una
ax48256;chapel hill;chatham;rd;27517;919;f;60;dc;un;w;dem
ax51253;bear creek;chatham;rd;27207;919;f;37;fl;nl;w;una
ax56137;apex;chatham;rd;27523;919;m;57;ny;un;o;una
de9736;cary;chatham;pl;27519;919;m;76;pa;un;w;dem
ax36569;pittsboro;chatham;rd;27312;919;m;66;va;nl;w;dem
de284187;chapel hill;chatham;ln;27517;984;f;23;nc;nl;w;lib
aa138365;siler city;chatham;ave;27344;919;f;75;nc;nl;w;una
de36728;pittsboro;chatham;rd;27312;919;m;71;nc;un;u;rep
bl399394;siler city;chatham;ln;27344;502;f;50;mi;nl;w;dem
eh472772;bear creek;chatham;rd;27207;999;m;57;ny;nl;w;rep
de96272;chapel hill;chatham;way;27516;919;m;72;ny;nl;w;dem
cn45415;apex;chatham;dr;27523;626;m;38;nc;un;w;una
ax57131;chapel hill;chatham;rd;27516;919;m;27;pa;nl;w;dem
ax56234;siler city;chatham;rd;27344;919;u;34;fl;un;w;una
ax44938;siler city;chatham;rd;27344;919;m;54;oc;nl;w;rep
eh392790;pittsboro;chatham;st;27312;919;m;48;nc;nl;b;una
eh891929;apex;chatham;rd;27523;919;m;39;fl;nl;w;lib
bl286423;durham;chatham;dr;27713;919;f;40;ny;un;b;dem
de245545;pittsboro;chatham;rd;27312;704;m;31;nj;nl;w;una
dn107980;pittsboro;chatham;park;27312;919;f;31;nc;nl;w;una
ax33200;pittsboro;chatham;dr;27312;919;m;78;oh;nl;w;rep
bn353954;pittsboro;chatham;dr;27312;919;f;58;la;nl;w;rep
ax45480;pittsboro;chatham;ext;27312;919;m;44;ny;un;b;dem
bk37272;moncure;chatham;rd;27559;919;m;69;ct;nl;b;dem
ax49201;siler city;chatham;ave;27344;919;f;70;nc;un;b;dem
ax38961;pittsboro;chatham;rdg;27312;919;m;74;nj;nl;w;dem
ax68481;siler city;chatham;st;27344;336;f;22;nc;nl;m;dem
dn71377;siler city;chatham;st;27344;336;m;50;nc;nl;w;una
ax64544;apex;chatham;way;27523;607;f;31;ny;un;w;una
de185918;chapel hill;chatham;ct;27516;919;m;40;ny;un;u;una
ax42422;pittsboro;chatham;rd;27312;919;f;34;nc;nl;w;rep
eh1136466;cary;chatham;ct;27519;941;m;68;il;nl;w;rep
ax28735;siler city;chatham;dr;27344;336;f;60;vt;nl;w;rep
eh167619;cary;chatham;pl;27519;919;f;65;ny;nl;w;rep
ds57440;liberty;chatham;rd;27298;336;m;49;nc;un;b;una
cz105697;siler city;chatham;ave;27344;910;m;24;nc;nl;w;una
eh266015;pittsboro;chatham;rd;27312;919;f;73;fl;nl;w;rep
bj28396;chapel hill;chatham;dr;27516;919;m;61;oh;nl;w;rep
eh32555;cary;chatham;loop;27519;919;f;73;nc;nl;w;rep
ax42822;siler city;chatham;st;27344;919;f;50;oc;hl;u;una
ax28735;siler city;chatham;dr;27344;919;f;60;vt;nl;w;rep
eh897649;chapel hill;chatham;dr;27517;919;m;37;in;un;w;una
ax32488;siler city;chatham;ct;27344;919;m;43;nc;nl;w;dem
ax46979;siler city;chatham;dr;27344;919;m;31;nc;nl;w;dem
de226483;pittsboro;chatham;rd;27312;919;m;38;in;nl;w;dem
eh364383;pittsboro;chatham;run;27312;919;m;59;ny;nl;w;una
cl56681;chapel hill;chatham;blvd;27516;919;m;49;oc;hl;m;dem
ed34817;pittsboro;chatham;rd;27312;910;f;47;nc;nl;w;rep
dl183775;chapel hill;chatham;ter;27516;252;m;42;oc;nl;a;rep
ax38390;chapel hill;chatham;rd;27516;919;m;58;va;un;w;una
bl398358;pittsboro;chatham;rd;27312;585;f;37;ny;nl;w;dem
eh674316;cary;chatham;pl;27519;919;m;36;ks;nl;w;dem
am71768;hickory;alexander;dr;28601;828;f;33;nc;nl;w;rep
aw151816;taylorsville;alexander;ct;28681;828;f;32;nc;un;w;dem
ab33202;hiddenite;alexander;rd;28636;980;m;46;nc;nl;w;una
cw796962;taylorsville;alexander;st;28681;980;f;67;nc;nl;w;dem
ab34917;hickory;alexander;loop;28601;828;f;30;pa;nl;w;una
ab28618;taylorsville;alexander;ln;28681;828;f;36;nc;nl;w;rep
ab33432;hickory;alexander;loop;28601;828;f;48;wv;nl;w;una
ab41223;taylorsville;alexander;dr;28681;828;f;31;oh;nl;w;dem
ab27993;hickory;alexander;ln;28601;828;f;35;or;nl;w;una
ap45994;taylorsville;alexander;rd;28681;828;m;71;nc;nl;w;rep
ab30622;taylorsville;alexander;ln;28681;828;m;35;nc;nl;w;dem
aw181001;taylorsville;alexander;ct;28681;828;f;32;ny;hl;o;dem
dd78384;hickory;alexander;blvd;28601;828;f;59;oc;nl;w;rep
aw175046;taylorsville;alexander;rd;28681;828;m;55;nc;nl;w;una
ab28605;hiddenite;alexander;rd;28636;704;m;61;nc;nl;b;dem
ab28512;stony point;alexander;ln;28678;704;m;38;nc;nl;w;dem
aw158346;stony point;alexander;dr;28678;828;f;34;nc;nl;w;una
aw174059;hickory;alexander;rd;28601;704;m;39;nc;nl;w;una
ab27015;stony point;alexander;dr;28678;704;f;43;wv;nl;w;dem
ab35457;taylorsville;alexander;dr;28681;828;f;46;nc;nl;w;rep
ab34917;taylorsville;alexander;ct;28681;828;f;30;pa;nl;w;una
ab38333;taylorsville;alexander;rd;28681;828;f;36;ky;nl;w;rep
ab28618;taylorsville;alexander;ln;28681;828;f;36;nc;nl;w;rep
ap79533;taylorsville;alexander;ln;28681;828;m;30;nc;nl;w;rep
ab38488;taylorsville;alexander;dr;28681;828;m;27;nc;un;w;rep
ab25283;hiddenite;alexander;rd;28636;828;f;61;nc;nl;w;una
ab39045;taylorsville;alexander;rd;28681;864;f;27;fl;nl;w;dem
aw170969;taylorsville;alexander;rd;28681;828;m;29;nj;nl;w;una
ab38580;taylorsville;alexander;ct;28681;770;f;71;oh;nl;w;rep
el72728;hickory;alexander;ln;28601;828;f;26;nc;nl;w;rep
cw884182;murphy;cherokee;way;28906;980;m;61;ok;nl;w;una
ay19701;andrews;cherokee;rd;28901;828;f;58;nc;nl;w;rep
ay10498;murphy;cherokee;dr;28906;828;m;67;nc;nl;w;dem
bt10744;murphy;cherokee;way;28906;828;f;73;nc;nl;w;una
ay36153;andrews;cherokee;rd;28901;828;m;47;oh;nl;w;una
bt10744;murphy;cherokee;rd;28906;828;f;73;nc;nl;w;una
ay31318;andrews;cherokee;st;28901;828;m;44;nc;nl;w;rep
ba15503;murphy;cherokee;rd;28906;828;f;63;nc;nl;w;una
ay4252;murphy;cherokee;rd;28906;828;f;52;ga;nl;w;rep
ba14599;andrews;cherokee;trl;28901;828;m;50;nc;nl;w;una
ak5652;murphy;cherokee;dr;28906;828;m;74;ga;nl;w;rep
ay28196;brasstown;cherokee;rd;28902;828;f;41;mi;nl;w;dem
ay36153;murphy;cherokee;dr;28906;828;m;47;oh;nl;w;una
ce16452;murphy;cherokee;rd;28906;828;f;45;ne;nl;w;rep
ay36153;murphy;cherokee;dr;28906;828;m;47;oh;nl;w;una
ay10828;marble;cherokee;rd;28905;828;f;44;nc;nl;w;rep
az14102;edenton;chowan;trl;27932;252;f;41;la;un;a;una
az12864;edenton;chowan;st;27932;252;f;36;nc;un;w;dem
az15155;edenton;chowan;dr;27932;252;m;64;md;un;w;dem
dg22727;edenton;chowan;st;27932;252;f;54;nc;un;b;dem
az17404;edenton;chowan;dr;27932;616;m;49;mi;nl;w;rep
az14548;edenton;chowan;st;27932;252;f;56;nc;nl;b;dem
bs11199;edenton;chowan;dr;27932;252;f;30;nc;nl;w;una
az9254;edenton;chowan;rd;27932;252;f;43;nc;nl;w;una
dj12288;belvidere;chowan;rd;27919;252;m;37;nc;nl;w;rep
az14597;edenton;chowan;rd;27932;252;f;68;va;nl;w;dem
az11155;edenton;chowan;ln;27932;252;f;77;al;un;w;rep
bc51104;edenton;chowan;dr;27932;252;m;45;ma;nl;w;una
az11269;tyner;chowan;rd;27980;252;m;70;ma;nl;w;una
az19232;edenton;chowan;rd;27932;802;m;63;ma;nl;w;dem
ay28196;brasstown;clay;trce;28902;828;f;41;mi;nl;w;dem
bb107394;kings mountain;cleveland;rd;28086;704;f;40;in;nl;w;rep
bb96546;fallston;cleveland;dr;28042;704;f;30;nc;nl;w;una
dd117896;lawndale;cleveland;ln;28090;704;f;32;ca;nl;w;una
ak96522;shelby;cleveland;ct;28152;910;f;67;nj;nl;w;una
dw44667;shelby;cleveland;rd;28150;704;f;76;nc;nl;w;una
bb109229;shelby;cleveland;st;28150;828;f;78;ma;nl;w;una
db216246;kings mountain;cleveland;dr;28086;704;m;32;nc;nl;w;rep
br124869;kings mountain;cleveland;dr;28086;704;f;63;pa;nl;w;una
am84048;shelby;cleveland;rd;28152;828;m;30;nc;nl;w;rep
bb77217;lawndale;cleveland;rd;28090;704;f;31;nc;nl;w;rep
ch41448;grover;cleveland;dr;28073;704;m;36;nc;nl;w;una
br118208;cherryville;cleveland;dr;28021;704;m;48;nc;nl;w;una
an121835;shelby;cleveland;dr;28150;704;m;57;il;nl;w;una
bb59595;kings mountain;cleveland;rd;28086;704;f;36;la;nl;b;dem
aw191769;shelby;cleveland;rd;28152;704;f;25;nc;nl;w;rep
cn31662;mooresboro;cleveland;rd;28114;704;f;44;nc;nl;w;dem
bb80548;shelby;cleveland;rd;28152;704;m;33;nc;nl;w;rep
bb44665;shelby;cleveland;ln;28150;704;m;81;nc;nl;w;rep
bc50795;clarendon;columbus;rd;28432;910;m;43;sc;nl;w;una
bc53176;tabor city;columbus;st;28463;910;f;29;nc;nl;w;rep
bc56490;riegelwood;columbus;rd;28456;910;m;36;nc;un;b;dem
eh631264;chadbourn;columbus;rd;28431;910;m;35;nc;nl;w;rep
bc45275;whiteville;columbus;dr;28472;910;m;76;pa;nl;w;una
bc48649;cerro gordo;columbus;st;28430;910;f;49;sc;nl;w;una
bc62028;tabor city;columbus;rd;28463;910;f;41;nc;nl;b;una
ak36453;whiteville;columbus;rd;28472;910;m;48;nc;nl;b;una
bc69071;chadbourn;columbus;rd;28431;910;f;83;nc;un;w;rep
as66765;clarendon;columbus;hwy;28432;910;m;52;fl;nl;w;rep
bc53176;clarendon;columbus;rd;28432;910;f;29;nc;nl;w;dem
bc53056;whiteville;columbus;rd;28472;910;f;29;nc;nl;w;una
bc47087;chadbourn;columbus;rd;28431;910;m;75;nc;nl;w;una
bc25318;tabor city;columbus;ln;28463;910;f;51;hi;hl;m;dem
cn80086;delco;columbus;rd;28436;910;f;44;nc;nl;w;rep
bc20010;tabor city;columbus;st;28463;910;f;56;pa;nl;b;dem
