ID;res_city_desc;county_desc;street_type_cd;zip_code;phone_area_code;sex_code;age;birth_place(Country);ethnic_code;race_code;party_cd
aa173006;burlington;alamance;st;27217;336;f;31;ri;un;w;dem
by580879;burlington;alamance;st;27215;631;f;30;ny;nl;w;dem
ax51253;burlington;alamance;dr;27215;980;f;37;fl;nl;w;una
aa189662;burlington;alamance;st;27217;336;f;23;nc;nl;b;dem
by453316;burlington;alamance;dr;27215;336;m;43;nc;nl;w;una
de152978;graham;alamance;st;27253;336;m;63;fl;nl;w;rep
by537629;burlington;alamance;ave;27215;336;f;50;nc;un;w;una
de226483;graham;alamance;rd;27253;999;m;38;in;nl;w;una
by329879;graham;alamance;dr;27253;336;m;47;nc;nl;w;una
aa171013;graham;alamance;ave;27253;336;f;53;oh;nl;w;rep
dk40328;mebane;alamance;dr;27302;919;f;74;md;nl;w;dem
bl449060;burlington;alamance;st;27215;908;f;21;nc;un;b;una
aa188532;graham;alamance;st;27253;910;f;22;nc;nl;b;dem
aa86356;haw river;alamance;dr;27258;336;f;45;nc;nl;w;una
aa123511;graham;alamance;dr;27253;336;f;66;vt;nl;w;una
aa124981;burlington;alamance;pl;27215;336;m;67;oh;un;w;una
aa135493;mebane;alamance;dr;27302;919;f;44;nc;un;b;dem
by420743;burlington;alamance;ct;27217;336;f;33;nc;nl;b;dem
bl274841;burlington;alamance;pl;27215;336;f;46;nc;nl;w;rep
dn109613;liberty;alamance;rd;27298;336;m;35;nc;nl;w;una
by319704;burlington;alamance;rd;27217;336;f;57;tx;nl;w;una
aa157458;burlington;alamance;dr;27215;336;f;57;nc;nl;w;rep
aa160375;haw river;alamance;rd;27258;336;m;28;nc;nl;w;una
aa166344;burlington;alamance;st;27215;336;m;27;nc;nl;w;dem
at13978;snow camp;alamance;dr;27349;336;m;72;nc;nl;w;una
by447866;burlington;alamance;rd;27215;336;m;52;sc;nl;w;rep
bl460796;haw river;alamance;rd;27258;919;m;52;nc;nl;w;una
by263961;gibsonville;alamance;dr;27249;336;m;47;nc;nl;w;rep
at24624;burlington;alamance;way;27217;910;m;50;ca;nl;w;rep
db133719;graham;alamance;rd;27253;336;m;36;nc;nl;w;una
al127813;burlington;alamance;dr;27215;336;f;38;nc;nl;w;una
ds36870;gibsonville;alamance;dr;27249;336;f;72;ny;nl;w;rep
bl291467;graham;alamance;dr;27253;252;m;33;nc;nl;b;dem
aa17340;burlington;alamance;rd;27215;336;f;90;nc;nl;w;dem
aa141948;burlington;alamance;ave;27217;336;f;39;nc;nl;b;dem
bl249263;graham;alamance;dr;27253;336;m;46;nc;nl;b;dem
aa157977;graham;alamance;ct;27253;336;m;42;nc;un;b;dem
by571198;burlington;alamance;ave;27217;724;f;30;il;nl;w;dem
aa164279;burlington;alamance;st;27215;336;f;37;nc;nl;b;rep
de256758;haw river;alamance;dr;27258;615;f;45;nc;nl;w;una
bw48742;burlington;alamance;st;27215;919;f;68;va;nl;w;rep
aa172625;graham;alamance;st;27253;336;f;27;nc;nl;m;una
bl348960;burlington;alamance;ct;27215;919;f;51;nc;nl;b;dem
aa154379;liberty;alamance;ln;27298;336;m;29;nc;nl;w;una
by474839;burlington;alamance;dr;27215;336;f;58;nc;nl;w;dem
de228764;mebane;alamance;cir;27302;773;m;46;il;nl;w;una
bg3247;haw river;alamance;st;27258;336;f;74;wy;un;w;dem
de282737;mebane;alamance;ln;27302;336;f;32;nc;nl;w;rep
bh98141;graham;alamance;dr;27253;336;f;62;nc;nl;w;rep
ax35338;burlington;alamance;dr;27215;919;f;58;ny;nl;w;una
by395861;elon;alamance;ct;27244;518;m;40;ga;nl;w;una
cw671282;burlington;alamance;dr;27215;704;f;36;nc;nl;w;rep
cw960128;burlington;alamance;dr;27215;803;f;31;oh;nl;w;una
aa139156;mebane;alamance;dr;27302;919;m;84;nj;nl;w;rep
at4542;gibsonville;alamance;dr;27249;843;f;59;va;un;w;una
cw1039750;graham;alamance;st;27253;704;m;22;nc;nl;w;dem
aa95341;burlington;alamance;st;27215;336;m;75;nc;nl;w;dem
aa97720;snow camp;alamance;rd;27349;336;m;75;dc;nl;w;rep
aa138365;burlington;alamance;dr;27215;336;f;75;nc;nl;w;rep
de226709;gibsonville;alamance;ct;27249;336;f;33;nc;nl;w;dem
de241239;graham;alamance;st;27253;336;f;29;in;nl;w;dem
aa158492;burlington;alamance;ave;27217;336;m;28;nc;nl;b;dem
aa165422;burlington;alamance;dr;27215;850;f;41;ny;nl;w;dem
aa172763;burlington;alamance;dr;27215;440;m;33;oh;nl;w;dem
aa174190;mebane;alamance;dr;27302;843;f;31;oc;nl;w;una
de219043;mebane;alamance;dr;27302;336;m;34;nc;nl;w;una
aa154312;burlington;alamance;ln;27215;336;f;28;tn;nl;m;una
aa184655;burlington;alamance;st;27215;336;m;21;nc;nl;o;una
aa157977;burlington;alamance;dr;27215;336;m;42;nc;nl;m;dem
cw721092;elon;alamance;dr;27244;704;f;30;sc;un;w;una
aa122806;burlington;alamance;dr;27217;336;m;93;ms;nl;b;dem
aa128787;mebane;alamance;dr;27302;919;m;35;nj;nl;w;rep
aa141476;mebane;alamance;dr;27302;252;f;39;ct;un;b;dem
aa145284;mebane;alamance;rd;27302;336;f;64;nc;nl;w;una
aa146869;burlington;alamance;rd;27215;336;m;32;tx;nl;w;una
by18649;mebane;alamance;dr;27302;919;f;69;ma;nl;w;dem
de208678;elon;alamance;ct;27244;919;m;32;ca;nl;w;una
aa151531;haw river;alamance;rd;27258;336;f;28;nc;nl;w;una
bn303776;liberty;alamance;trl;27298;336;f;37;nc;nl;w;rep
at16318;burlington;alamance;ln;27217;336;m;68;nc;nl;w;rep
aa154379;liberty;alamance;ln;27298;336;m;29;nc;nl;w;una
eh17802;burlington;alamance;dr;27215;336;m;81;nc;nl;w;dem
eh706598;burlington;alamance;ave;27217;336;f;30;nc;un;b;dem
aa184221;graham;alamance;ct;27253;702;m;49;ca;nl;w;rep
cg96967;mebane;alamance;dr;27302;336;f;63;nc;nl;b;dem
bj14397;burlington;alamance;dr;27215;614;m;57;mi;nl;w;rep
en57363;graham;alamance;rd;27253;336;f;33;az;nl;w;dem
aa158492;burlington;alamance;st;27217;336;m;28;nc;nl;b;una
aa178498;burlington;alamance;cir;27217;336;f;38;nc;nl;m;dem
aa146005;burlington;alamance;dr;27215;336;f;31;nc;nl;w;una
by642694;burlington;alamance;dr;27215;336;f;27;nc;nl;b;dem
de287176;burlington;alamance;cir;27217;919;f;22;md;nl;b;dem
aa189662;burlington;alamance;st;27215;336;f;23;nc;nl;b;dem
aa116468;elon;alamance;dr;27244;646;f;37;nc;nl;w;dem
aa63932;burlington;alamance;ct;27215;336;m;47;nc;nl;w;dem
aa102607;burlington;alamance;st;27215;336;m;64;nc;nl;w;dem
aa124252;gibsonville;alamance;st;27249;336;f;35;nc;nl;b;dem
aa128186;burlington;alamance;trl;27217;336;f;59;nc;un;b;dem
aa132633;burlington;alamance;rd;27215;336;f;55;nc;nl;w;una
dn48926;burlington;alamance;rd;27215;336;f;50;oc;nl;w;dem
dl138978;elon;alamance;dr;27244;336;m;38;nc;un;b;dem
de208009;burlington;alamance;st;27217;336;m;51;nc;nl;b;dem
dk26577;haw river;alamance;dr;27258;336;f;47;oh;nl;w;rep
aa173046;burlington;alamance;rd;27215;336;m;48;mi;nl;w;rep
dw16568;burlington;alamance;st;27217;336;m;62;mi;un;w;rep
bl341648;burlington;alamance;st;27217;336;m;42;va;nl;w;dem
by635411;burlington;alamance;ct;27217;336;m;22;nc;nl;b;dem
aa109342;burlington;alamance;st;27217;336;m;40;nc;nl;w;una
aa121174;burlington;alamance;dr;27217;336;m;49;nc;nl;b;dem
aa135380;burlington;alamance;ave;27215;336;f;32;nc;nl;w;una
aa137788;graham;alamance;rd;27253;336;m;51;nc;un;w;rep
aa147328;burlington;alamance;ave;27215;336;f;52;nh;nl;w;dem
aa107089;burlington;alamance;st;27217;336;f;40;nc;nl;b;dem
aa86356;haw river;alamance;dr;27258;336;f;45;nc;nl;w;una
de260075;mebane;alamance;st;27302;919;f;77;ct;nl;w;rep
aa172169;burlington;alamance;dr;27215;248;f;41;wi;nl;w;una
eh807943;graham;alamance;rd;27253;801;f;42;nc;nl;w;una
bl116310;mebane;alamance;dr;27302;919;m;67;wi;nl;w;rep
ef104026;gibsonville;alamance;trl;27249;336;f;37;ny;nl;w;dem
aa183318;burlington;alamance;rd;27215;440;f;33;oh;nl;w;una
be341336;burlington;alamance;st;27215;336;m;25;nc;un;b;dem
at16378;graham;alamance;st;27253;336;f;38;nc;nl;b;dem
aa160375;graham;alamance;dr;27253;919;m;28;nc;un;w;rep
dn48571;graham;alamance;ln;27253;336;f;75;nc;nl;w;una
aa155729;mebane;alamance;rd;27302;336;f;45;oh;nl;w;una
at25937;burlington;alamance;rd;27217;336;f;24;nc;nl;w;una
aa109342;liberty;alamance;rd;27298;336;m;40;nc;nl;w;una
aa116468;burlington;alamance;ave;27215;401;f;37;nc;un;m;dem
aa130852;mebane;alamance;ct;27302;919;f;59;vt;nl;w;rep
aa139156;graham;alamance;st;27253;919;m;84;nj;un;w;rep
at21819;burlington;alamance;ave;27215;336;m;37;va;nl;w;rep
aa172625;graham;alamance;st;27253;336;f;27;nc;nl;w;rep
at23787;burlington;alamance;ave;27217;336;m;29;nc;nl;b;dem
an47430;haw river;alamance;ct;27258;704;f;69;ma;nl;w;una
aa180883;mebane;alamance;dr;27302;336;m;23;nc;nl;w;rep
de235266;burlington;alamance;dr;27215;919;m;48;nm;nl;w;lib
bl361242;burlington;alamance;ave;27217;919;f;49;nc;nl;b;dem
aa157199;burlington;alamance;dr;27215;336;m;29;ky;nl;w;rep
aa196690;graham;alamance;rd;27253;336;f;19;nc;nl;b;dem
bl353631;mebane;alamance;ct;27302;919;f;33;nc;nl;b;dem
eh490673;burlington;alamance;run;27215;336;m;57;pa;nl;w;rep
ca118622;mebane;alamance;dr;27302;864;f;32;wv;nl;w;rep
bl91288;mebane;alamance;pl;27302;919;m;63;ga;nl;w;una
db222908;snow camp;alamance;dr;27349;910;f;27;nc;nl;w;una
at25291;burlington;alamance;dr;27217;336;f;25;ca;hl;w;dem
aa117517;graham;alamance;run;27253;336;m;38;co;nl;w;dem
aa121120;graham;alamance;st;27253;919;f;50;nc;nl;b;dem
aa147810;burlington;alamance;dr;27215;540;m;39;wv;nl;w;una
aa157199;elon;alamance;dr;27244;336;m;29;ky;nl;w;rep
bn288677;burlington;alamance;rd;27217;336;m;79;nc;nl;w;rep
aa151114;graham;alamance;ct;27253;336;f;31;nc;nl;b;una
aa171479;mebane;alamance;rd;27302;336;f;25;nc;nl;w;una
aa171517;graham;alamance;ct;27253;336;f;63;nc;nl;w;dem
de207956;burlington;alamance;ave;27217;919;m;32;wv;nl;w;rep
ds63552;burlington;alamance;dr;27215;336;f;45;nc;nl;w;rep
aa130852;burlington;alamance;rd;27215;919;f;59;vt;nl;w;una
dn27052;liberty;alamance;rd;27298;336;f;56;nc;nl;w;rep
aa77822;burlington;alamance;dr;27215;336;m;62;co;nl;w;una
aa96203;burlington;alamance;rd;27215;336;m;59;nc;un;w;una
aa101462;elon;alamance;rd;27244;336;m;51;mi;nl;w;dem
aa105678;burlington;alamance;ln;27215;336;m;50;nc;nl;b;una
aa107089;graham;alamance;rd;27253;336;f;40;nc;nl;b;dem
aa108967;graham;alamance;st;27253;336;m;64;nc;nl;b;dem
by525960;burlington;alamance;dr;27215;336;f;39;nc;nl;b;dem
aa142509;graham;alamance;rd;27253;336;f;88;nc;nl;w;dem
aa146005;graham;alamance;dr;27253;336;f;31;nc;nl;w;rep
eh553863;burlington;alamance;st;27215;336;m;45;nc;nl;b;dem
by382634;burlington;alamance;ln;27215;336;m;39;ny;nl;w;una
aa151114;mebane;alamance;dr;27302;919;f;31;nc;nl;b;rep
eb21928;mebane;alamance;dr;27302;919;f;47;nc;nl;w;dem
aa167828;burlington;alamance;ct;27215;336;f;52;wv;nl;w;rep
bl342610;graham;alamance;dr;27253;336;m;29;nc;nl;w;rep
aa170342;burlington;alamance;rd;27215;262;f;35;wi;nl;w;una
aa173586;mebane;alamance;dr;27302;919;f;63;mi;un;w;rep
by127694;elon;alamance;st;27244;336;f;70;nc;nl;w;rep
cj87020;bolivia;brunswick;ct;28422;919;m;39;nc;un;w;rep
ak87861;leland;brunswick;dr;28451;910;f;35;nc;nl;w;rep
ak78241;leland;brunswick;ct;28451;910;m;42;nj;nl;w;una
ak46535;leland;brunswick;st;28451;910;f;49;tx;nl;w;una
ak86469;leland;brunswick;dr;28451;910;f;30;mi;nl;b;dem
ak78185;oak island;brunswick;st;28465;910;f;62;vt;nl;w;dem
db196898;supply;brunswick;trl;28462;910;f;40;pa;nl;w;dem
ak91488;ocean isle beach;brunswick;dr;28469;910;f;31;nc;nl;w;dem
dz53935;oak island;brunswick;st;28465;980;f;31;nc;nl;w;una
ak89359;calabash;brunswick;dr;28467;843;m;53;mi;nl;w;una
ak79271;leland;brunswick;rd;28451;910;m;32;nc;nl;b;una
ak72185;leland;brunswick;ct;28451;910;f;48;mo;nl;w;una
aj5708;carolina shores;brunswick;cir;28467;910;m;56;nc;un;w;dem
ak44227;leland;brunswick;ln;28451;910;f;47;nc;nl;w;rep
ak43497;bolivia;brunswick;rd;28422;910;m;48;ny;nl;b;dem
db38876;winnabow;brunswick;ln;28479;910;f;61;nc;un;w;rep
ak88564;boiling spring lakes;brunswick;rd;28461;910;f;63;il;nl;w;una
ak84339;oak island;brunswick;dr;28465;910;f;31;pa;un;w;dem
ak80418;leland;brunswick;ct;28451;910;f;37;nj;nl;w;una
ak78998;bolivia;brunswick;dr;28422;910;f;33;nc;un;w;rep
ak80578;supply;brunswick;rd;28462;910;f;62;ca;nl;b;dem
ak36453;leland;brunswick;rd;28451;910;m;48;nc;nl;b;una
db226350;leland;brunswick;ct;28451;910;m;32;fl;nl;w;rep
ak80659;leland;brunswick;dr;28451;910;m;58;nc;un;b;rep
ak78822;shallotte;brunswick;dr;28470;910;f;71;nc;nl;w;rep
ak75344;southport;brunswick;dr;28461;910;f;90;ny;nl;w;rep
ak72474;ocean isle beach;brunswick;ct;28469;910;f;68;nc;un;w;dem
cc67671;oak island;brunswick;st;28465;828;f;43;nh;nl;w;rep
ak79850;winnabow;brunswick;dr;28479;910;m;56;nc;nl;b;una
ak86253;leland;brunswick;trl;28451;910;f;75;md;nl;w;una
cw68929;carolina shores;brunswick;dr;28467;704;f;65;nc;un;w;una
ak100028;winnabow;brunswick;trl;28479;910;m;33;oc;nl;b;dem
db99923;leland;brunswick;ct;28451;910;m;55;nc;nl;b;dem
ch40627;boiling spring lakes;brunswick;hwy;28461;864;f;35;nc;un;w;una
bn126270;leland;brunswick;dr;28451;910;f;64;nc;nl;w;rep
ab38333;shallotte;brunswick;ct;28470;828;f;36;ky;nl;w;rep
ap68367;supply;brunswick;ave;28462;828;f;62;mi;nl;w;rep
ak124421;supply;brunswick;dr;28462;910;m;40;nj;nl;w;una
db223887;winnabow;brunswick;dr;28479;336;m;33;tx;nl;w;lib
ed50390;ocean isle beach;brunswick;way;28469;410;m;66;nc;un;w;dem
bn80888;oak island;brunswick;st;28465;336;m;71;oh;nl;w;una
db205203;leland;brunswick;cir;28451;910;m;32;vt;nl;w;rep
ak142333;boiling spring lakes;brunswick;rd;28461;704;f;62;nc;nl;w;rep
be96533;carolina shores;brunswick;cir;28467;910;f;57;md;nl;w;rep
eh245593;sunset beach;brunswick;cir;28468;352;m;72;ny;nl;w;una
cw393656;supply;brunswick;ave;28462;910;f;58;tx;un;w;rep
db65600;leland;brunswick;rd;28451;419;m;58;pa;nl;w;una
eh1051598;leland;brunswick;rd;28451;919;f;23;nc;un;w;lib
eh596649;ocean isle beach;brunswick;blvd;28469;205;f;41;al;nl;w;rep
dy29004;supply;brunswick;ln;28462;910;m;37;nc;un;w;rep
ak45303;oak island;brunswick;st;28465;910;f;69;mi;nl;w;dem
db53066;shallotte;brunswick;rd;28470;910;m;68;nc;nl;w;una
eh79868;leland;brunswick;way;28451;910;m;74;tx;nl;w;dem
ak99288;leland;brunswick;pl;28451;999;m;30;nc;nl;w;rep
dh47899;leland;brunswick;rd;28451;910;m;28;nc;nl;w;dem
bk37667;leland;brunswick;way;28451;999;m;74;md;nl;w;dem
bb106760;boiling spring lakes;brunswick;dr;28461;910;f;34;ms;nl;w;una
ak113910;leland;brunswick;ct;28451;910;m;25;ma;nl;b;dem
by199618;bolivia;brunswick;hwy;28422;910;f;54;nc;nl;w;una
ak124076;supply;brunswick;dr;28462;910;f;23;nc;nl;w;rep
ak80418;winnabow;brunswick;blvd;28479;910;f;37;nj;nl;w;una
db123495;leland;brunswick;ln;28451;910;m;61;il;un;w;rep
db51305;calabash;brunswick;dr;28467;203;f;68;ct;un;w;una
eh741694;sunset beach;brunswick;dr;28468;919;f;56;nc;nl;w;rep
ak133653;leland;brunswick;cir;28451;910;m;21;nc;nl;w;dem
cw58979;oak island;brunswick;st;28465;704;m;60;nc;nl;w;dem
ak124543;oak island;brunswick;dr;28465;919;f;26;nc;un;o;dem
ak48725;shallotte;brunswick;cir;28470;910;f;84;nc;nl;w;rep
bl292257;shallotte;brunswick;dr;28470;910;m;49;md;nl;w;rep
br75000;ash;brunswick;rd;28420;704;f;46;tn;un;w;rep
de271504;shallotte;brunswick;dr;28470;910;m;28;ca;hl;w;dem
ak98376;leland;brunswick;way;28451;910;m;68;nc;un;w;rep
db24352;leland;brunswick;ct;28451;910;f;64;nc;nl;w;dem
db233597;boiling spring lakes;brunswick;dr;28461;910;f;59;pa;nl;w;rep
eh701080;bolivia;brunswick;ln;28422;910;f;101;ky;nl;w;rep
ce28008;winnabow;brunswick;rd;28479;910;f;33;nc;nl;w;una
ak124543;oak island;brunswick;dr;28465;919;f;26;nc;nl;w;una
db75170;leland;brunswick;dr;28451;910;m;56;nc;un;b;dem
cw101203;oak island;brunswick;dr;28465;910;f;66;nc;nl;w;rep
cw445485;calabash;brunswick;ln;28467;910;m;63;ia;nl;w;rep
cj138162;southport;brunswick;ln;28461;315;m;55;ny;nl;w;rep
db292659;leland;brunswick;rd;28451;910;m;55;ny;un;w;rep
dr99512;shallotte;brunswick;rd;28470;910;f;53;nc;nl;w;dem
ak51303;sunset beach;brunswick;ln;28468;910;f;71;pa;nl;w;dem
ak42386;oak island;brunswick;dr;28465;910;f;55;nc;nl;w;dem
bb38851;leland;brunswick;dr;28451;910;f;53;nc;nl;w;una
db196313;leland;brunswick;dr;28451;910;f;49;ny;nl;w;una
ak94668;leland;brunswick;ct;28451;910;f;73;mn;nl;w;una
ak102027;oak island;brunswick;st;28465;910;m;55;ca;nl;w;rep
eh627402;ocean isle beach;brunswick;rd;28469;919;m;39;nc;nl;w;rep
by490728;leland;brunswick;ln;28451;919;f;38;nc;un;w;rep
db206116;oak island;brunswick;st;28465;508;f;38;ia;nl;w;lib
ak78998;oak island;brunswick;st;28465;910;f;33;nc;nl;w;una
db91272;leland;brunswick;rd;28451;910;m;61;in;nl;w;una
ak113910;leland;brunswick;ct;28451;910;m;25;ma;nl;b;una
by388305;bolivia;brunswick;dr;28422;910;f;34;nc;nl;w;rep
ak124217;ocean isle beach;brunswick;dr;28469;910;f;23;sc;nl;w;una
ak89359;shallotte;brunswick;st;28470;910;m;53;mi;nl;w;una
dt72790;shallotte;brunswick;ct;28470;910;f;60;nc;un;w;una
dl167497;leland;brunswick;dr;28451;213;m;35;dc;nl;w;rep
ak128236;shallotte;brunswick;ln;28470;910;f;30;mi;un;w;dem
ak81022;ocean isle beach;brunswick;st;28469;910;m;94;nc;nl;w;rep
ak80578;shallotte;brunswick;st;28470;910;f;62;ca;un;b;dem
ak93245;oak island;brunswick;st;28465;910;m;34;oc;nl;w;rep
de255368;shallotte;brunswick;rd;28470;910;m;40;wv;nl;w;una
db15263;leland;brunswick;dr;28451;910;f;70;nc;nl;w;rep
ak105808;oak island;brunswick;st;28465;910;m;27;pa;un;w;una
ak108999;bolivia;brunswick;ln;28422;910;f;68;ny;nl;w;una
ak80578;shallotte;brunswick;st;28470;910;f;62;ca;un;b;dem
db188427;leland;brunswick;dr;28451;704;m;42;nc;nl;w;rep
ak114929;oak island;brunswick;dr;28465;907;f;89;oc;nl;a;una
cz73512;supply;brunswick;ln;28462;910;f;56;in;nl;w;rep
db201208;leland;brunswick;way;28451;910;f;66;sc;un;w;una
br178327;oak island;brunswick;dr;28465;704;f;77;nc;nl;w;una
be314524;ocean isle beach;brunswick;rd;28469;910;m;46;nc;un;w;una
bc63180;leland;brunswick;way;28451;910;m;23;ms;nl;w;rep
db233799;leland;brunswick;rd;28451;910;f;28;nc;nl;w;una
dl167019;southport;brunswick;ln;28461;910;m;71;oc;un;w;una
db255532;leland;brunswick;ct;28451;443;m;27;md;un;w;rep
ak37152;leland;brunswick;rd;28451;910;m;43;nc;nl;w;rep
ak93077;calabash;brunswick;dr;28467;910;f;35;md;un;w;una
db160000;leland;brunswick;ln;28451;910;m;48;oh;un;w;dem
ef106729;southport;brunswick;dr;28461;910;m;54;nc;un;w;rep
cw699341;leland;brunswick;st;28451;570;m;31;nc;un;w;lib
be349295;carolina shores;brunswick;cir;28467;504;m;63;va;un;w;rep
bc61048;leland;brunswick;rd;28451;910;m;56;nc;un;w;una
bn191881;leland;brunswick;dr;28451;703;f;61;ia;un;b;dem
cw301593;southport;brunswick;dr;28461;970;f;60;nj;nl;w;una
al274737;leland;brunswick;way;28451;802;m;66;co;nl;w;una
bn56238;southport;brunswick;ct;28461;336;m;71;dc;un;w;rep
db226714;leland;brunswick;cir;28451;910;f;30;oc;nl;u;una
ak33393;riegelwood;brunswick;dr;28456;910;f;50;fl;nl;w;dem
ak28020;leland;brunswick;ln;28451;910;f;90;nc;nl;w;rep
ak86338;shallotte;brunswick;pl;28470;910;m;52;ny;nl;w;una
ak75041;leland;brunswick;dr;28451;336;m;54;ny;nl;w;rep
dh43486;ocean isle beach;brunswick;cir;28469;910;f;78;nc;un;w;rep
ak27684;leland;brunswick;ln;28451;910;m;63;wv;nl;w;rep
cz70140;leland;brunswick;st;28451;910;f;31;nc;nl;b;una
db20282;carolina shores;brunswick;dr;28467;910;f;76;nc;un;w;dem
ak99129;oak island;brunswick;st;28465;910;f;55;nc;nl;w;una
bc47959;shallotte;brunswick;dr;28470;910;f;60;pa;un;w;una
ak96522;calabash;brunswick;dr;28467;910;f;67;nj;un;w;una
db289969;leland;brunswick;ln;28451;910;f;70;wi;nl;w;rep
db147514;leland;brunswick;cir;28451;919;f;55;mi;nl;w;una
by510674;shallotte;brunswick;dr;28470;536;u;28;nc;un;b;dem
db226350;shallotte;brunswick;rd;28470;910;m;32;fl;nl;w;una
cg95444;sunset beach;brunswick;ct;28468;704;f;67;ny;nl;w;dem
bh71186;supply;brunswick;rd;28462;336;m;55;wv;un;w;rep
bn319662;ocean isle beach;brunswick;way;28469;336;m;68;nc;un;w;rep
ef106729;oak island;brunswick;dr;28465;910;m;54;nc;nl;w;una
db68255;leland;brunswick;cir;28451;910;m;55;pa;nl;w;dem
db93665;leland;brunswick;rd;28451;910;f;43;nc;nl;b;dem
eh463826;southport;brunswick;ln;28461;919;m;36;pa;nl;w;dem
db204212;supply;brunswick;dr;28462;910;m;34;ga;nl;w;rep
eh36955;oak island;brunswick;dr;28465;910;f;79;sc;nl;u;rep
ak78433;southport;brunswick;dr;28461;910;f;68;ny;nl;w;dem
bh117855;sunset beach;brunswick;dr;28468;336;m;54;nc;nl;w;una
ak124421;southport;brunswick;dr;28461;984;m;40;nj;un;w;una
ak42386;boiling spring lakes;brunswick;rd;28461;910;f;55;nc;nl;w;una
em100627;leland;brunswick;dr;28451;716;m;31;ny;nl;w;una
cg96539;burnsville;yancey;rd;28714;828;m;56;tx;nl;w;una
br135032;burnsville;yancey;dr;28714;828;f;56;nc;nl;w;rep
cx18717;burnsville;yancey;st;28714;828;f;57;nc;un;w;dem
am82886;green mountain;yancey;ln;28740;828;f;51;nc;un;w;dem
es25696;burnsville;yancey;ln;28714;828;f;55;nc;un;w;dem
es25503;burnsville;yancey;dr;28714;828;f;41;nc;nl;w;rep
af23250;burnsville;yancey;dr;28714;828;f;29;nc;nl;w;una
es21582;burnsville;yancey;rd;28714;828;f;30;nc;un;w;una
es9053;green mountain;yancey;ln;28740;727;m;58;fl;nl;w;rep
by142663;burnsville;yancey;dr;28714;828;m;64;nc;un;w;rep
es19715;burnsville;yancey;rd;28714;828;m;32;nc;un;w;dem
cx3572;burnsville;yancey;rd;28714;828;f;80;nc;nl;w;dem
es23050;burnsville;yancey;rd;28714;207;m;37;ok;nl;w;dem
es19609;burnsville;yancey;rd;28714;828;f;33;nc;un;w;rep
es25696;burnsville;yancey;ln;28714;828;f;55;nc;un;w;dem
ec15001;burnsville;yancey;cir;28714;828;f;40;nc;nl;w;dem
dm20681;green mountain;yancey;dr;28740;828;f;72;nc;un;w;dem
es21787;burnsville;yancey;dr;28714;828;f;39;nc;nl;w;dem
es21296;burnsville;yancey;dr;28714;828;f;53;nc;nl;w;dem
el64870;burnsville;yancey;rd;28714;828;m;29;nc;nl;w;una
al94215;asheville;buncombe;rd;28803;828;f;50;al;nl;w;dem
cb75707;asheville;buncombe;ave;28803;828;m;26;nc;nl;w;rep
al308767;weaverville;buncombe;ln;28787;843;f;40;sc;un;b;dem
db162264;weaverville;buncombe;rd;28787;828;m;45;va;nl;w;una
da114132;arden;buncombe;ext;28704;828;m;57;pa;nl;w;una
al300879;asheville;buncombe;st;28801;415;m;29;ca;un;w;dem
al68099;arden;buncombe;dr;28704;828;m;61;az;un;w;rep
cc109408;arden;buncombe;cir;28704;336;m;51;wi;nl;w;una
by443352;asheville;buncombe;rd;28806;828;m;49;nc;nl;w;una
al195234;leicester;buncombe;rd;28748;828;m;48;nc;nl;w;dem
cc119203;arden;buncombe;cir;28704;828;f;27;nc;nl;w;una
al248048;weaverville;buncombe;rd;28787;828;f;53;nc;nl;w;una
al239208;asheville;buncombe;st;28803;252;m;33;nc;nl;w;dem
ap52981;arden;buncombe;rd;28704;828;f;49;ct;un;u;una
al198784;candler;buncombe;dr;28715;317;m;37;mi;nl;w;rep
al186174;swannanoa;buncombe;dr;28778;828;f;55;nc;hl;w;rep
al159921;asheville;buncombe;ln;28805;828;m;35;ak;nl;o;lib
al136899;asheville;buncombe;rd;28806;828;m;64;mi;nl;w;dem
bn393261;asheville;buncombe;ave;28801;828;m;64;nc;nl;b;dem
cp32623;fletcher;buncombe;ln;28732;838;m;43;fl;nl;w;rep
cc123521;asheville;buncombe;pl;28801;828;f;26;nc;un;w;una
al297210;asheville;buncombe;pl;28806;828;f;32;nc;nl;w;una
al291909;candler;buncombe;dr;28715;774;f;31;ri;un;w;rep
al292055;candler;buncombe;rd;28715;727;f;50;ga;un;w;dem
bh154488;asheville;buncombe;rd;28804;828;f;69;sc;nl;w;rep
eh803123;asheville;buncombe;st;28801;252;m;28;nc;nl;w;una
al257910;asheville;buncombe;dr;28806;248;f;28;mi;nl;w;rep
ae28444;asheville;buncombe;dr;28806;828;f;40;ok;un;w;dem
ch21183;asheville;buncombe;ct;28806;828;m;72;ny;nl;w;una
al242451;candler;buncombe;dr;28715;864;f;50;oh;un;w;dem
eh335617;swannanoa;buncombe;dr;28778;828;m;74;ny;nl;w;rep
al230239;leicester;buncombe;rd;28748;828;f;80;nc;nl;w;una
ab14667;arden;buncombe;ln;28704;828;f;63;nc;nl;w;una
al217722;asheville;buncombe;rd;28806;615;f;55;sc;nl;w;una
al215916;candler;buncombe;dr;28715;828;m;43;nc;un;w;dem
al207040;swannanoa;buncombe;hwy;28778;828;m;63;nc;nl;w;dem
al202153;asheville;buncombe;ln;28804;828;f;72;fl;nl;w;dem
