ave;*
blf;*
blvd;*
byp;*
cir;*
crk;*
ct;*
cv;*
dr;*
ests;*
ext;*
hts;*
hwy;*
knls;*
ln;*
lndg;*
loop;*
park;*
pass;*
path;*
pkwy;*
pl;*
pt;*
rd;*
rdg;*
rte;*
run;*
sq;*
st;*
ter;*
trce;*
trl;*
vw;*
walk;*
way;*
