49;4;*;*
201;20;2;*
201;20;2;*
201;20;2;*
202;20;2;*
203;20;2;*
203;20;2;*
203;20;2;*
205;20;2;*
205;20;2;*
207;20;2;*
207;20;2;*
207;20;2;*
207;20;2;*
207;20;2;*
210;21;2;*
213;21;2;*
215;21;2;*
215;21;2;*
229;22;2;*
232;23;2;*
240;24;2;*
240;24;2;*
240;24;2;*
240;24;2;*
248;24;2;*
248;24;2;*
248;24;2;*
251;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
252;25;2;*
