27006;2700;270;27;2;*
27011;2701;270;27;2;*
27012;2701;270;27;2;*
27017;2701;270;27;2;*
27018;2701;270;27;2;*
27019;2701;270;27;2;*
27020;2702;270;27;2;*
27021;2702;270;27;2;*
27023;2702;270;27;2;*
27025;2702;270;27;2;*
27027;2702;270;27;2;*
27030;2703;270;27;2;*
27040;2704;270;27;2;*
27041;2704;270;27;2;*
27043;2704;270;27;2;*
27045;2704;270;27;2;*
27046;2704;270;27;2;*
27048;2704;270;27;2;*
27050;2705;270;27;2;*
27051;2705;270;27;2;*
27053;2705;270;27;2;*
27055;2705;270;27;2;*
27101;2710;271;27;2;*
27103;2710;271;27;2;*
27104;2710;271;27;2;*
27105;2710;271;27;2;*
27106;2710;271;27;2;*
27107;2710;271;27;2;*
27127;2712;271;27;2;*
27207;2720;272;27;2;*
27209;2720;272;27;2;*
27215;2721;272;27;2;*
27217;2721;272;27;2;*
27229;2722;272;27;2;*
27242;2724;272;27;2;*
27244;2724;272;27;2;*
27249;2724;272;27;2;*
27252;2725;272;27;2;*
27253;2725;272;27;2;*
27258;2725;272;27;2;*
27278;2727;272;27;2;*
27281;2728;272;27;2;*
27284;2728;272;27;2;*
27288;2728;272;27;2;*
27298;2729;272;27;2;*
27302;2730;273;27;2;*
27306;2730;273;27;2;*
27311;2731;273;27;2;*
27312;2731;273;27;2;*
27315;2731;273;27;2;*
27316;2731;273;27;2;*
27320;2732;273;27;2;*
27325;2732;273;27;2;*
27330;2733;273;27;2;*
27332;2733;273;27;2;*
27341;2734;273;27;2;*
27344;2734;273;27;2;*
27349;2734;273;27;2;*
27357;2735;273;27;2;*
27371;2737;273;27;2;*
27376;2737;273;27;2;*
27379;2737;273;27;2;*
27501;2750;275;27;2;*
27504;2750;275;27;2;*
27505;2750;275;27;2;*
27516;2751;275;27;2;*
27517;2751;275;27;2;*
27519;2751;275;27;2;*
27520;2752;275;27;2;*
27521;2752;275;27;2;*
27523;2752;275;27;2;*
27524;2752;275;27;2;*
27526;2752;275;27;2;*
27527;2752;275;27;2;*
27529;2752;275;27;2;*
27530;2753;275;27;2;*
27534;2753;275;27;2;*
27536;2753;275;27;2;*
27537;2753;275;27;2;*
27540;2754;275;27;2;*
27542;2754;275;27;2;*
27544;2754;275;27;2;*
27546;2754;275;27;2;*
27551;2755;275;27;2;*
27553;2755;275;27;2;*
27557;2755;275;27;2;*
27559;2755;275;27;2;*
27560;2756;275;27;2;*
27563;2756;275;27;2;*
27568;2756;275;27;2;*
27569;2756;275;27;2;*
27572;2757;275;27;2;*
27574;2757;275;27;2;*
27576;2757;275;27;2;*
27577;2757;275;27;2;*
27589;2758;275;27;2;*
27591;2759;275;27;2;*
27592;2759;275;27;2;*
27597;2759;275;27;2;*
27601;2760;276;27;2;*
27603;2760;276;27;2;*
27701;2770;277;27;2;*
27703;2770;277;27;2;*
27704;2770;277;27;2;*
27705;2770;277;27;2;*
27707;2770;277;27;2;*
27713;2771;277;27;2;*
27801;2780;278;27;2;*
27803;2780;278;27;2;*
27804;2780;278;27;2;*
27805;2780;278;27;2;*
27806;2780;278;27;2;*
27807;2780;278;27;2;*
27809;2780;278;27;2;*
27810;2781;278;27;2;*
27812;2781;278;27;2;*
27816;2781;278;27;2;*
27819;2781;278;27;2;*
27820;2782;278;27;2;*
27822;2782;278;27;2;*
27826;2782;278;27;2;*
27828;2782;278;27;2;*
27830;2783;278;27;2;*
27831;2783;278;27;2;*
27832;2783;278;27;2;*
27834;2783;278;27;2;*
27842;2784;278;27;2;*
27845;2784;278;27;2;*
27846;2784;278;27;2;*
27849;2784;278;27;2;*
27850;2785;278;27;2;*
27851;2785;278;27;2;*
27852;2785;278;27;2;*
27853;2785;278;27;2;*
27855;2785;278;27;2;*
27856;2785;278;27;2;*
27857;2785;278;27;2;*
27858;2785;278;27;2;*
27863;2786;278;27;2;*
27864;2786;278;27;2;*
27866;2786;278;27;2;*
27867;2786;278;27;2;*
27871;2787;278;27;2;*
27876;2787;278;27;2;*
27878;2787;278;27;2;*
27880;2788;278;27;2;*
27882;2788;278;27;2;*
27885;2788;278;27;2;*
27886;2788;278;27;2;*
27888;2788;278;27;2;*
27889;2788;278;27;2;*
27891;2789;278;27;2;*
27892;2789;278;27;2;*
27893;2789;278;27;2;*
27896;2789;278;27;2;*
27897;2789;278;27;2;*
27909;2790;279;27;2;*
27910;2791;279;27;2;*
27919;2791;279;27;2;*
27920;2792;279;27;2;*
27925;2792;279;27;2;*
27928;2792;279;27;2;*
27932;2793;279;27;2;*
27944;2794;279;27;2;*
27948;2794;279;27;2;*
27949;2794;279;27;2;*
27950;2795;279;27;2;*
27954;2795;279;27;2;*
27958;2795;279;27;2;*
27960;2796;279;27;2;*
27962;2796;279;27;2;*
27968;2796;279;27;2;*
27973;2797;279;27;2;*
27980;2798;279;27;2;*
27983;2798;279;27;2;*
27986;2798;279;27;2;*
28001;2800;280;28;2;*
28018;2801;280;28;2;*
28021;2802;280;28;2;*
28025;2802;280;28;2;*
28027;2802;280;28;2;*
28031;2803;280;28;2;*
28033;2803;280;28;2;*
28036;2803;280;28;2;*
28037;2803;280;28;2;*
28039;2803;280;28;2;*
28040;2804;280;28;2;*
28042;2804;280;28;2;*
28043;2804;280;28;2;*
28073;2807;280;28;2;*
28075;2807;280;28;2;*
28078;2807;280;28;2;*
28080;2808;280;28;2;*
28081;2808;280;28;2;*
28083;2808;280;28;2;*
28086;2808;280;28;2;*
28090;2809;280;28;2;*
28092;2809;280;28;2;*
28097;2809;280;28;2;*
28105;2810;281;28;2;*
28107;2810;281;28;2;*
28109;2810;281;28;2;*
28114;2811;281;28;2;*
28124;2812;281;28;2;*
28127;2812;281;28;2;*
28128;2812;281;28;2;*
28129;2812;281;28;2;*
28134;2813;281;28;2;*
28137;2813;281;28;2;*
28138;2813;281;28;2;*
28139;2813;281;28;2;*
28144;2814;281;28;2;*
28146;2814;281;28;2;*
28147;2814;281;28;2;*
